city,km5,km10,km15,km20,hm,km25,km30,km35,km40,time,cat,place,cat_place
Oudenbosch,1486,2898,4311,5709,6023,7143,8583,10361,12201,13018,M35,2378,376
avVN,1609,3238,4868,6541,6924,8275,10143,12341,14518,15428,M60,5860,129
Almere '81,1508,2972,4437,5901,6290,7430,9040,10744,12812,13643,M35,3327,477
St. Amandsberg,1190,2377,3565,4766,5031,5979,7203,8432,9751,10351,M45,300,24
Pijnacker,1513,2994,4476,5979,6316,7530,9105,10693,12576,13526,M45,3109,562
Waterweg,1450,2852,4255,5672,5982,7098,8570,10203,12001,12803,M50,2043,208
Ermelo,1678,3352,5026,6685,7058,8372,10107,11885,13877,14801,M35,5031,663
Beringen,1764,3490,5217,6979,7373,8721,10473,12271,14164,14934,MSR,5132,1007
Siechnice,1577,3116,4656,6173,6514,7692,9201,10598,11940,12503,MSR,1732,417
Atledo,1264,2471,3679,4930,5215,6198,7486,8849,10403,11083,MSR,645,202
De Groeve,1527,2960,4393,5840,6165,7314,8815,10341,11913,12567,M50,1780,175
Rotterdam,1489,2950,4412,5885,6219,7365,8857,10562,12518,13304,M40,2836,565
Champhol,1235,2482,3729,5009,5299,6318,7653,9040,10605,11311,M45,695,116
AV Weert,1553,3133,4713,6303,6664,7926,9587,11303,13127,13909,M35,3744,525
Rijswijk Zh,1644,3284,4924,6583,6948,8249,9974,11722,13506,14279,M35,4017,560
Deventer,1451,2921,4391,5867,6195,7369,8886,10547,12263,13008,M45,2301,423
Barneveld,1910,3936,5963,8065,8664,10616,13047,15848,18440,19558,M40,7499,1270
Ridderkerk,1622,3246,4871,6484,6855,8165,9921,11816,13735,14532,M40,4603,893
's-Gravenhage,1629,3250,4871,6494,6858,8174,9900,11794,13709,14428,M45,4384,773
Beauvallon,1528,2971,4415,5821,6134,7217,8622,10064,11852,12471,M40,1695,344
Breda,1630,3206,4783,6321,6672,7876,9442,11030,12684,13426,M45,2847,522
LVA Plantaris,1714,3461,5208,6981,7386,8801,10642,12703,14663,15474,M45,5645,950
Preveza,1658,3299,4941,6598,6977,8289,10096,11954,13887,14781,M55,5026,252
Hanzesport,1808,3605,5403,7246,7657,9136,11188,13531,16178,17237,M45,7057,1157
Breda,1581,3307,5033,6960,7436,9233,11720,14534,17253,18384,M35,7345,837
St Hilaire De Riez,1522,3025,4528,6032,6376,7565,9097,10675,12392,13115,M45,2392,437
Aigaleo,1759,3531,5303,7180,7640,9265,11763,14855,17841,18974,M50,7431,842
Nieuwveen,1260,2559,3859,5172,5462,6497,7908,9396,10973,11634,M45,862,157
Poeldijk,1369,2775,4182,5603,5919,7033,8500,10019,11500,12132,M55,1246,31
Energie,1606,3167,4729,6285,6631,7859,9434,11034,12676,13373,M35,2730,408
Cifla,1448,2910,4373,5846,6168,7311,8774,10218,11657,12266,M40,1438,290
's-Gravenzande,1490,2959,4429,5916,6246,7390,8887,10431,12068,12736,MSR,2111,489
Oostende,1624,3238,4852,6424,6774,7987,9549,11134,12853,13645,M40,3271,642
Maastricht,1769,3509,5249,6956,7322,8651,10307,11991,13726,14483,M35,4840,642
Monheim,1246,2489,3732,4988,5273,6256,7512,8752,10069,10625,M45,391,46
Doetinchem,1644,3350,5057,6789,7177,8538,10324,12041,13814,14576,M50,5314,617
Dordrecht,1713,3346,4980,6608,6964,8218,10005,12344,14847,15923,MSR,6252,1155
Voorburg,1448,2871,4295,5728,6053,7189,8670,10206,11830,12547,M35,1940,317
Nailloux,1559,3093,4628,6122,6454,7635,9189,11213,13274,14108,M35,3836,531
Hoofddorp,1590,3129,4669,6090,6402,7543,9076,10647,12332,13084,MSR,2536,563
Groningen,1712,3341,4970,6646,7017,8321,10007,11717,13493,14189,MSR,4399,889
Beernem,1376,2733,4091,5434,5729,6769,8119,9462,10827,11392,M40,813,164
Annemasse,1559,3093,4627,6123,6452,7636,9190,11213,13275,14111,M40,3846,761
Raaholt,1417,2792,4167,5549,5858,6932,8306,9688,11089,11682,M55,1068,26
Rotterdam,1838,3658,5479,7213,7596,8920,10653,12362,14053,14840,MSR,4896,965
Rijswijk Zh,1667,3363,5060,6746,7153,8545,10415,12497,14582,15513,M50,5686,667
Fortuna,1602,3206,4810,6458,6824,8089,9717,11398,13287,14196,M40,3883,767
Hoofddorp,1360,2727,4095,5474,5779,6877,8336,9889,11802,12738,M35,2004,323
Hanzesport,1704,3387,5070,6804,7191,8576,10423,12917,15381,16270,M50,6333,731
Aardenburg,1628,3182,4737,6267,6605,7796,9367,10949,12559,13245,M40,2582,515
Pijnacker,1802,3814,5826,7734,8192,9735,11768,14047,16454,17448,M45,7121,1165
Zwijndrecht,1910,3829,5749,7669,8099,9582,11707,14266,16858,18077,M60,7326,190
Barneveld,1911,3937,5964,8065,8665,10125,12034,14010,16121,16995,M35,6966,808
Kempele,1454,2875,4296,5699,6019,7146,8588,10144,11748,12398,M40,1673,340
Chantilly,1650,3337,5024,6750,7132,8436,10164,12152,13943,14683,M45,4802,846
Olympus '70,1863,3781,5699,7620,8071,9659,11932,14355,16784,17774,M60,7277,189
Nieuw-Lekkerland,1867,3744,5621,7625,8109,9625,11626,14119,16715,17584,M40,7173,1231
Chantilly,1651,3338,5026,6751,7132,8438,10165,12153,13945,14682,M45,4799,845
Utrecht,1655,3319,4983,6653,7031,8375,10248,12334,14825,16049,MSR,6149,1139
Saint Fuscien,1806,3610,5414,7189,7587,8976,10701,12574,14488,15299,M50,5698,668
Hendrik-Ido-Ambacht,1650,3318,4986,6651,7021,8327,9975,11642,13432,14184,M40,3958,778
RRZ,1588,3165,4742,6276,6629,7834,9478,11741,13924,15046,M40,5190,982
Rotterdam,1673,3326,4980,6640,7015,8300,9934,11621,13639,14369,MSR,4322,872
Solesmes,1614,3252,4891,6513,6897,8245,10074,11990,13917,14769,M55,4928,242
Ridderkerk,1731,3476,5222,7013,7420,8828,10699,12731,15118,16114,M50,6168,720
Breda,1607,3219,4832,6460,6846,8211,9993,11955,14075,14996,M45,5070,885
Barendrecht,1220,2438,3657,4894,5178,6170,7457,8803,10227,10826,MSR,500,165
Bodegraven,1745,3388,5032,6689,7060,8338,9974,11629,13288,13989,MSR,3915,810
Kirchheim,1597,3178,4760,6291,6642,7847,9398,11086,13240,14083,M40,3900,768
Overijse,1625,3202,4779,6312,6664,7869,9440,11049,12729,13419,M50,2852,312
Bovenkarspel,1604,3190,4776,6370,6727,7989,9623,11252,12887,13601,M45,3277,591
Westbroek,1858,3841,5825,7989,8575,10531,13023,15596,18046,19042,M35,7453,842
Passaat,1636,3187,4738,6285,6630,7858,9471,11169,12948,13661,M45,3260,588
Westervoort,1635,3231,4828,6468,6846,8172,9929,11688,13542,14319,M55,4205,202
Bovenkarspel,1631,3163,4696,6259,6602,7812,9355,10983,12766,13602,MSR,3103,667
Almere,1526,3014,4502,6003,6337,7515,9036,10622,12363,13101,M40,2288,460
Sliedrecht,1535,2983,4432,5908,6236,7387,8869,10348,11831,12466,M50,1829,179
Parthenon,1713,3448,5183,6931,7339,8770,10596,12681,14982,15870,M45,5978,1002
Pijnacker,1628,3228,4828,6466,6835,8174,10010,12032,14147,14991,M45,5049,882
Setubal,1159,2332,3506,4680,4944,5863,7049,8225,9429,9949,M40,203,25
Antwerpen,1509,2933,4357,5771,6084,7204,8606,10011,11486,12088,M35,1289,223
Rotterdam,1574,3155,4737,6307,6654,7879,9462,11092,12806,13531,M35,3139,459
Haastrecht,1741,3493,5246,6993,7410,8804,10779,13058,15323,16169,M60,6423,149
Spirit Oud Beijerland,1835,3675,5515,7426,7880,9487,11499,13774,16016,16964,M40,6975,1211
Ridderkerk,1786,3601,5416,7280,7736,9211,11206,13604,15863,16709,MSR,6669,1203
Papendrecht,1240,2439,3638,4866,5133,6084,7306,8628,10028,10603,M45,374,41
Monaghan Town,1116,2257,3399,4530,4783,5676,6800,7926,9086,9591,MSR,140,78
Rotterdam,1675,3454,5234,7032,7437,8808,10562,12360,14276,15058,M40,5067,957
Staines,1697,3378,5060,6742,7113,8424,10143,11981,13975,14776,M40,5101,965
Cork,1590,3127,4665,6180,6515,7695,9178,10687,12393,13015,M50,2497,269
Rotterdam,1323,2632,3941,5265,5561,6600,8015,9559,11160,11854,MSR,1108,281
NSL,1157,2312,3468,4642,4910,5857,7089,8360,9681,10259,M45,273,18
Apeldoorn,1483,2934,4385,5862,6189,7343,8817,10288,11834,12513,M45,1731,325
Heerenveen,1522,3093,4665,6222,6565,7758,9317,11120,13240,14139,M35,3901,541
Waterweg,1747,3549,5351,7159,7564,8982,10801,12806,15576,16657,M50,6739,772
Vienna,1298,2580,3862,5190,5529,6596,7990,9447,10930,11539,M45,911,170
Heino,1409,2764,4120,5519,5817,6884,8266,9697,11318,12057,M45,1267,239
De Lier,1369,2775,4181,5603,5921,7034,8500,10143,11754,12423,M50,1489,149
Rotterdam,1746,3389,5033,6689,7060,8339,9974,11631,13289,13989,MSR,3912,808
Dalfsen,1752,3515,5279,7057,7451,8825,10636,12455,14343,15121,M50,5454,636
Chelmsford,1487,2998,4509,6026,6368,7604,9268,11249,13374,14187,M35,3891,540
Maasland,1292,2617,3943,5273,5568,6610,7924,9247,10604,11164,MSR,636,199
Katwijk Zh,1630,3204,4779,6339,6680,7892,9465,11045,12705,13432,M40,2870,568
Drongen,1626,3280,4935,6620,6998,8327,10036,11903,13827,14701,M40,4836,926
Groningen,1183,2385,3588,4811,5092,6063,7319,8612,10004,10598,M40,364,70
AV Zeewolde,1510,2902,4294,5679,6022,7130,8588,10054,11484,12096,M45,1351,253
's-Gravenhage,1356,2743,4130,5512,5814,6885,8312,9943,11575,12199,MSR,1329,329
Ede Gld,1915,3861,5807,7728,8173,9689,11760,14074,16278,17280,M55,7087,385
Schiedam,1933,3881,5830,7888,8364,10085,12329,14925,17543,18518,M35,7395,840
PAC,1467,2950,4433,6032,6420,7956,9707,11463,13350,14235,M55,4426,212
Groningen,1632,3293,4954,6581,6958,8226,9856,11475,13071,13719,MSR,3360,706
Sparta,1504,2920,4337,5796,6125,7267,8770,10378,12040,12729,M50,1975,199
Groningen,1633,3293,4954,6581,6957,8226,9855,11474,13071,13719,MSR,3359,705
Nieuwerkerk ad IJssel,1591,3180,4770,6346,6703,7965,9583,11248,13030,13769,MSR,3529,737
Spijkenisse,1553,3126,4700,6310,6677,7982,9702,11463,13357,14190,MSR,3887,800
Spado,1578,3144,4710,6274,6618,7831,9397,10983,12602,13319,M45,2766,511
's-Gravenhage,1511,2938,4365,5769,6089,7206,8659,10353,11921,12610,M50,1842,181
Tilburg Road Runners,1623,3206,4789,6352,6703,7963,9620,11362,13181,13956,M45,3653,665
Halsteren,1490,2922,4355,5797,6120,7274,8782,10451,12337,13126,M35,2324,365
Enschede,1629,3204,4780,6345,6691,7910,9489,11147,13114,14042,MSR,3745,767
Groesbeek,1430,2910,4390,5866,6193,7347,8874,10596,12353,13122,M40,2585,516
Rotterdam,1584,3113,4642,6231,6594,7881,9606,11563,13701,14580,M35,4973,656
Terneuzen,1519,2987,4455,5893,6212,7339,8780,10250,8408,12598,M55,1972,65
Amiens,1708,3416,5124,6850,7249,8635,10443,12490,14560,15401,M55,5649,294
Dutch Runners Gold,1789,3559,5330,7143,7595,9108,11194,13580,15874,16746,MSR,6830,1228
Voorschoten '97,1681,3336,4991,6641,7014,8333,10056,11851,13603,14319,M40,4200,822
Schwarzenbruck,1595,3167,4740,6348,6711,7951,9625,11433,13312,14099,M50,3777,430
Energie,1706,3459,5213,7006,7413,8919,10804,12737,14803,15738,M40,5856,1074
the Hague Road Runners,1789,3629,5469,7250,7641,9028,10888,7769,11708,12497,M60,1981,31
HoHarunners,1641,3221,4802,6381,6718,7935,9526,11203,12930,13623,M45,3129,564
Dordrecht,1550,3124,4698,6287,6675,7942,9685,11703,13832,14713,M50,4722,549
London,1591,3073,4555,6021,6344,7474,8895,10324,11900,12763,MSR,1992,465
Zwolle,1849,3694,5539,7345,7738,9115,10871,12635,14505,15241,M35,5680,713
Energie,1507,2974,4441,5910,6236,7389,8879,10374,11906,12574,M60,1784,25
Nieuwrode,1567,3064,4561,6046,6386,7563,9050,10554,12089,12754,M40,2293,462
Couvin,1235,2498,3762,5083,5384,6441,7854,9249,10746,11398,M35,735,137
Rotterdam,1588,3223,4858,6506,6871,8163,9853,11584,13370,14116,M35,4003,554
Utrecht,1629,3334,5040,6736,7120,8463,10117,11781,13494,14220,M45,4260,759
Saal/Donau,1414,2772,4131,5501,5803,6866,8224,9578,10981,11582,M45,924,172
AAV '36,1427,2803,4180,5576,5890,7006,8474,9992,11589,12269,M55,1432,36
AV Heythuysen,1383,2734,4086,5464,5769,6836,8207,9555,10963,11561,M45,876,160
Nunspeet,1618,3312,5006,6790,7176,8570,10494,12531,14731,15650,M45,5895,986
Tilburg,1636,3228,4821,6414,6765,8013,9628,11208,12786,13462,M40,3330,656
LVA Plantaris,1187,2393,3600,4846,5133,6132,7446,8788,10156,10738,M45,451,63
Athlos,1538,3037,4537,6066,6421,7635,9216,10919,12812,13560,M50,3131,361
Loopgroep Hoorn,1294,2557,3820,5084,5363,6348,7629,8953,10308,10899,M40,552,101
Fortuna,1734,3483,5233,7030,7438,8835,10607,12514,14438,15239,M45,5554,938
Tilburg,1742,3486,5231,6975,7374,8771,10641,12785,14994,15866,MSR,6112,1134
Kelheim,1430,2864,4298,5741,6061,7189,8625,10081,11612,12273,MSR,1459,359
Harderwijk,1553,3017,4481,5964,6300,7465,9010,11020,12985,13793,M50,3408,389
Rotterdam,1533,3029,4526,5985,6309,7442,8904,10380,11922,12600,MSR,1980,461
Delft,1651,3296,4942,6628,7001,8394,10212,12180,14294,15180,M45,5428,924
Almere,1559,3179,4799,6513,6926,8493,10536,12807,15020,15956,M35,6170,752
's-Gravenhage,1853,3740,5627,7603,8081,9768,12106,14693,17753,19012,M55,7452,409
AV Edam,1226,2468,3710,4972,5252,6239,7522,8879,10436,11145,M40,627,121
Avantri,1401,2804,4207,5572,5874,6932,8326,9766,11354,12044,M45,1195,227
Waardamme,1304,2624,3944,5257,5556,6585,7896,9215,10546,11086,M45,610,99
Zevenaar,1772,3631,5491,7704,8204,10663,13069,15765,18188,19243,M40,7461,1262
Rotterdam Atletiek,1519,3029,4539,6065,6422,7650,9300,11294,13274,14118,M45,3766,682
Zele,1188,2379,3570,4764,5035,5975,7198,8453,10935,11767,MSR,969,258
AV Zeewolde,1833,3647,5462,7293,7704,9137,11013,12871,14731,15851,M50,6174,722
Geulle,1674,3333,4992,6672,7063,8383,10105,11874,13801,14577,M65,4635,32
Enschede,1404,2748,4092,5427,5728,6796,8197,9594,11054,11720,M40,1089,228
Enschede,1634,3260,4887,6501,6866,8137,9811,11617,13501,14331,M45,4628,823
Wateringen,1257,2524,3792,5054,5338,6334,7626,8950,10306,10894,M50,525,32
AV Weert,1678,3300,4923,6560,6945,8254,9923,11638,13411,14166,M65,4065,26
Huizen,1580,3094,4609,6116,6455,7635,9115,10627,12157,12797,M35,2119,335
Vlaardingen,1384,2782,4180,5604,5930,7062,8507,9991,11538,12176,M45,1294,245
Dordrecht,1868,3756,5644,7527,7958,9473,11534,13822,16206,17101,M55,7031,382
Leiden,1530,3012,4495,6103,6484,7845,9630,11537,13686,14506,M40,4554,884
Hamburg,1508,2985,4462,5933,6263,7417,8913,10446,11965,12587,MSR,1917,452
IJsselstein Ut,1503,2943,4384,5856,6197,7402,8989,10799,12759,13509,M50,2902,325
Loopgroep Bunnik,1575,3171,4767,6349,6703,7953,9542,11189,12921,13667,M60,3427,61
Bruinisse,1478,2883,4288,5670,5986,7100,8521,10034,11988,12709,MSR,2039,477
Hesdin,1452,2903,4354,5813,6141,7292,8777,10263,11764,12405,M35,1536,262
Sprint,1259,2539,3819,5121,5416,6425,7759,9130,10555,11177,M55,641,10
Loopgroep Aart Stigter,1689,3352,5016,6700,7133,8542,10330,12304,14211,14984,M60,5324,111
Saint Léonard,1610,3175,4741,6291,6647,7852,9379,10934,12537,13186,M35,2663,401
Krimpen aan den IJssel,1737,3480,5224,6958,7346,8775,10765,13022,15446,16492,M45,6511,1082
Voorschoten '97,1603,3161,4720,6292,6640,7875,9451,11027,12659,13337,M45,2709,495
Den Hoorn Zh,1793,3567,5342,7140,7541,8958,10921,12977,15197,16201,M45,6514,1083
Spado,1651,3276,4901,6509,6870,8139,9779,11488,13320,14077,M50,3898,446
Lambersart,1241,2500,3760,5026,5306,6296,7575,8852,10153,10700,M50,424,26
Alblasserdam,1682,3215,4748,6596,7029,8557,10534,12706,14902,15840,M45,5983,1004
Rijen,1556,3035,4515,6020,6360,7556,9144,10750,12487,13209,M45,2485,455
Aachen,1578,3480,5382,7457,7908,9422,11228,13034,15017,15730,MSR,6306,1166
London,1339,2648,3957,5329,5633,6704,8104,9803,11678,12419,MSR,1742,418
Hendrik-Ido-Ambacht,1278,2541,3805,5075,5357,6372,7706,9084,10575,11186,MSR,678,208
Haarlemmermeer,1664,3325,4986,6637,7007,8302,9948,11650,13493,14301,M50,4373,508
Pernis Rotterdam,1461,2932,4404,5915,6269,7536,9239,11125,13188,14045,M35,3736,523
AV Zeewolde,1663,3296,4929,6590,6962,8299,10054,11921,13915,14798,M40,4942,942
Prins Hendrik,1633,3236,4839,6439,6800,8054,9666,11289,12962,13669,M45,3364,608
Huissen,1627,3208,4790,6349,6696,7926,9589,11224,12990,13713,M45,3295,594
Boulogne sur mer,1611,3201,4792,6372,6731,7959,9498,11126,12767,13471,M35,3078,451
Rotterdam,1473,2905,4338,5792,6116,7257,8737,10229,11746,12409,MSR,1607,391
Flakkee,1267,2545,3824,5104,5400,6442,7859,9342,10938,11630,M50,863,67
Zeewolde,1609,3219,4829,6414,6767,7996,9603,11233,13037,13770,M45,3519,638
Alphen aan den Rijn,1596,3173,4751,6318,6659,7876,9458,11114,12842,13535,M40,3237,634
Koln,1572,3095,4619,6124,6460,7640,9174,10901,12971,13749,MSR,3437,719
Frankfurt,1628,3310,4993,6687,7060,8371,10057,11790,13661,14510,M35,4749,632
Rotterdam,1746,3501,5257,7010,7417,8863,10787,12919,15586,16588,MSR,6658,1198
Brasschaat,1404,2786,4169,5554,5865,6949,8346,9751,11392,12066,M45,1341,252
Koln,1398,2694,3990,5275,5532,6564,7816,9070,10377,10945,MSR,618,193
Alblasserdam,1790,3619,5448,7473,7930,9561,11781,14050,16394,17338,M50,7100,813
Roma,1413,2806,4199,5562,5867,6941,8322,9694,11116,11739,M40,1007,208
Voorne Atletiek,1515,2977,4439,5912,6242,7414,8920,10467,12089,12789,M45,1987,371
Vlaardingen,1692,3398,5105,6908,7325,8887,11178,13592,16160,17262,M50,7075,811
Nijmegen,1537,3127,4717,6361,6723,7982,9640,11535,13641,14544,MSR,4485,902
Richmond,1610,3190,4771,6316,6669,7910,9454,11023,12624,13281,M45,2891,531
Naaldwijk,1603,3204,4805,6396,6745,7977,9547,11105,12678,13330,M45,2636,481
Velserbroek,1466,3002,4538,6081,6425,7621,9151,10694,12246,12916,M50,2186,231
Voorschoten '97,1860,3741,5622,7527,7959,9473,11404,13359,15416,16252,M60,6507,157
Rotterdam,1651,3363,5076,6864,7271,8723,10709,12872,15383,16445,M45,6516,1085
Beernem,1538,3055,4572,6062,6400,7557,9033,10458,11907,12530,M40,1857,377
Laufen,1303,2607,3911,5230,5526,6560,7896,9213,10559,11123,MSR,660,206
Waldfeucht,1538,3034,4530,6048,6385,7550,9051,10535,11995,12624,MSR,2453,547
Spark,1633,3235,4837,6476,6865,8182,9945,11823,13839,14800,M50,4876,567
Saint Maurice L'exil,1106,2235,3364,4519,4778,5679,6834,7990,9207,9746,M40,162,17
Tallinn,1311,2577,3844,5101,5383,6376,7667,8983,10520,11238,M35,670,126
Almere '81,1578,3160,4743,6313,6663,7901,9501,11089,12755,13469,M50,2875,317
Capelle aan den IJssel,1602,3182,4763,6444,6819,8146,9908,11662,13550,14306,M40,4288,847
Rotterdam,1566,3147,4728,6358,6715,7959,9605,11234,12807,13547,MSR,2925,634
Delft,1677,3396,5115,6886,7308,8858,10991,13504,16014,17046,M40,6910,1201
Winsum Gn,1474,2930,4387,5850,6175,7347,8889,10492,12285,13080,M35,2379,377
Sint-Andries,1625,3207,4789,6352,6708,7934,9495,11094,12776,13518,M40,2984,587
Vlissingen,1233,2464,3696,4935,5212,6189,7482,8837,10323,10993,MSR,561,185
PEC 1910,1465,2888,4312,5776,6108,7285,8821,10461,12262,13014,M60,2457,44
London,1727,3415,5103,6790,7228,8773,10740,12870,14982,15857,MSR,6251,1154
Zandhoven,1462,2930,4399,5873,6207,7370,8874,10374,11925,12551,MSR,1920,453
Clytoneus,1618,3153,4688,6164,6489,7616,9099,10638,12541,13485,M50,3105,354
Bergschenhoek,1843,3716,5590,7505,7942,9523,11553,13719,16088,17030,M55,6951,380
Rotterdam,2416,4240,6065,7977,8438,10025,12122,14584,17208,18285,M35,7294,833
Las Rozas,1156,2331,3506,4685,4943,5865,7056,8265,9505,10036,MSR,222,101
Wageningen,1685,3438,5191,7039,7541,9214,11236,13591,15764,16641,M55,6643,365
London,1333,2586,3839,5114,5404,6412,7708,8919,10175,10726,M35,519,94
Rotterdam,1686,3402,5119,6850,7317,8823,11067,14020,16487,17334,MSR,7123,1270
Roelofarendsveen,1634,3222,4810,6430,6783,8016,9672,11369,13113,13903,M45,3472,628
Avantri,1724,3438,5152,6913,7291,8604,10297,11970,13679,14447,M50,4627,538
Bergschenhoek,1842,3716,5590,7505,7941,9529,11527,13715,16037,17031,M50,6952,799
Rotterdam,2416,4241,6066,7977,8439,10026,12122,14537,11582,18285,MSR,7295,1301
Leiden Atletiek,1499,3008,4517,6004,6341,7514,9026,10557,12167,12829,M40,2387,477
Uppsala,1248,2473,3698,4936,5216,6188,7438,8668,9923,10443,M40,322,57
Assen,1821,3737,5653,7811,8363,10127,12523,15053,17484,18597,M65,7388,71
Meerssen,1786,3308,4831,6350,6688,7874,9376,10911,12503,13174,M40,2671,535
Hendrik-Ido-Ambacht,1353,2732,4111,5532,5909,7190,9104,11249,13247,13998,MSR,3756,771
Olympus '70,1444,2844,4245,5655,5970,7083,8500,9966,11558,12238,M40,1386,280
Spanga,1687,3384,5082,6748,7123,8431,10101,11794,13539,14249,MSR,4211,855
Parthenon,1810,3621,5433,7256,7661,9155,11028,12934,14926,15800,M40,6136,1110
Leipzig,1352,2626,3900,5220,5519,6582,7953,9377,10909,11537,M55,910,17
Almere,1468,2964,4460,5954,6283,7443,8958,10508,12237,12994,MSR,2531,561
Hazerswoude-Rijndijk,1502,2886,4270,5648,5963,7028,8389,9825,11329,11954,M50,1243,114
Belfast,1323,2652,3981,5294,5588,6605,7902,9205,10511,11051,MSR,593,189
Heerde,1681,3371,5062,6757,7141,8465,10150,11828,13538,14267,M45,4402,778
De Kieviten,1661,3361,5062,6725,7100,8424,10125,11780,13400,14080,M40,4011,792
Utrecht,1746,3389,5033,6689,7060,8339,9975,11631,13289,13989,MSR,3913,809
Liverpool,1156,2315,3474,4633,4891,5799,6948,8101,9327,9951,MSR,202,96
Leidschendam,1672,3318,4964,6586,6937,8227,9900,11596,13420,14214,M50,4100,473
Conflans Sainte Hono,1338,2661,3984,5351,5658,6761,8240,9775,11441,12212,MSR,1327,328
Barendrecht,1608,3167,4726,6290,6653,7933,9713,11503,13394,14101,M50,3803,433
Belfast,1513,2978,4443,5922,6246,7401,8874,10468,12702,13586,MSR,3196,680
Steenwijkerwold,1684,3389,5095,6790,7179,8524,10243,12033,13948,14752,M50,4911,572
Athlos,1674,3417,5161,6863,7267,8715,10628,12554,14530,15308,M50,5407,626
Amsterdam,1554,3176,4798,6483,6866,8227,10102,12154,14365,15233,MSR,5609,1081
Delft,1514,2955,4396,5854,6181,7375,8915,10472,12159,12905,M55,2154,78
THOR,1331,2660,3990,5331,5629,6684,8074,9508,11100,11761,M50,1012,91
Amsterdam,1781,3469,5158,6874,7251,8585,10408,12666,15170,15990,MSR,6159,1140
KAV Holland,1726,3459,5192,6922,7302,8649,10427,12348,14361,15170,M50,5472,639
Energie,1786,3525,5264,7031,7438,8847,10728,12762,14978,15763,M40,6127,1108
Barendrecht,1889,3780,5671,7591,8025,9542,11492,13445,15315,16174,M35,6540,779
Energie,1258,2548,3838,5158,5456,6524,7903,9283,10692,11257,M35,674,127
Start '78,1714,3553,5392,7445,7907,9551,12004,14223,16517,17599,M55,7176,394
Poortugaal,1792,3545,5298,7051,7455,8871,10788,13070,15561,16636,M45,6772,1126
Velden,1372,2666,3961,5282,5577,6616,7947,9296,10652,11225,M50,692,46
Rotterdam,1662,3328,4994,6692,7071,8384,10080,11753,13441,14125,M40,3790,749
Loopgroep Aart Stigter,1248,2521,3794,5092,5386,6410,7753,9081,10453,11015,M45,569,94
Roeselare,1088,2186,3285,4392,4641,5502,6600,7707,8849,9340,M45,113,4
Horror,1384,2745,4107,5464,5762,6823,8182,9563,10974,11592,MSR,887,244
Lelystad,1485,2943,4402,5862,6188,7326,8810,10338,12001,12703,M45,2057,381
Elburg,2005,3992,5980,8061,8617,10290,12507,14510,16707,17672,M45,7202,1177
Rotterdam,1892,3801,5710,7529,7942,9305,11025,12768,14396,15039,M40,5442,1016
Waterweg,1423,2809,4196,5623,5944,7083,8589,10211,11872,12563,M45,1678,311
